Year,Series,Ministry,Department,Value
2009,Actual Spent,Constitutional Agencies,,12
2009,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,86
2009,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,42
2009,Actual Spent,Ministry of Education & Training,,385
2009,Actual Spent,Ministry of Finance and Economic Management,,509
2009,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,27
2009,Actual Spent,Ministry of Health,,221
2009,Actual Spent,Ministry of Infrastructure and Public Utilities,,2305
2009,Actual Spent,Ministry of Internal Affairs,,116
2009,Actual Spent,Ministry of Justice and Social Welfare,,69
2009,Actual Spent,"Ministry of Lands, Mines & Water Resources",,46
2009,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,1
2009,Actual Spent,Ministry of Youth Development and Sports,,4
2009,Actual Spent,Prime Ministers Ministry,,52
2010,Actual Spent,Constitutional Agencies,,19
2010,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,23
2010,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,141
2010,Actual Spent,Ministry of Education & Training,,660
2010,Actual Spent,Ministry of Finance and Economic Management,,432
2010,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,13
2010,Actual Spent,Ministry of Health,,226
2010,Actual Spent,Ministry of Infrastructure and Public Utilities,,2635
2010,Actual Spent,Ministry of Internal Affairs,,118
2010,Actual Spent,Ministry of Justice and Social Welfare,,57
2010,Actual Spent,"Ministry of Lands, Mines & Water Resources",,56
2010,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,3
2010,Actual Spent,Ministry of Youth Development and Sports,,1
2010,Actual Spent,Prime Ministers Ministry,,9
2011,Actual Spent,Constitutional Agencies,,25
2011,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,31
2011,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,83
2011,Actual Spent,Ministry of Education & Training,,510
2011,Actual Spent,Ministry of Finance and Economic Management,,393
2011,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,9
2011,Actual Spent,Ministry of Health,,389
2011,Actual Spent,Ministry of Infrastructure and Public Utilities,,1361
2011,Actual Spent,Ministry of Internal Affairs,,29
2011,Actual Spent,Ministry of Justice and Social Welfare,,34
2011,Actual Spent,"Ministry of Lands, Mines & Water Resources",,44
2011,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,49
2011,Actual Spent,Ministry of Youth Development and Sports,,15
2011,Actual Spent,Prime Ministers Ministry,,10
2012,Actual Spent,Constitutional Agencies,,27
2012,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,34
2012,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,56
2012,Actual Spent,Ministry of Education & Training,,560
2012,Actual Spent,Ministry of Finance and Economic Management,,535
2012,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,52
2012,Actual Spent,Ministry of Health,,419
2012,Actual Spent,Ministry of Infrastructure and Public Utilities,,771
2012,Actual Spent,Ministry of Internal Affairs,,143
2012,Actual Spent,Ministry of Justice and Social Welfare,,24
2012,Actual Spent,"Ministry of Lands, Mines & Water Resources",,45
2012,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,18
2012,Actual Spent,Ministry of Youth Development and Sports,,42
2012,Actual Spent,Prime Ministers Ministry,,11
2013,Actual Spent,Constitutional Agencies,,9
2013,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,39
2013,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,201
2013,Actual Spent,Ministry of Education & Training,,490
2013,Actual Spent,Ministry of Finance and Economic Management,,189
2013,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,12
2013,Actual Spent,Ministry of Health,,498
2013,Actual Spent,Ministry of Infrastructure and Public Utilities,,200
2013,Actual Spent,Ministry of Internal Affairs,,299
2013,Actual Spent,Ministry of Justice and Social Welfare,,34
2013,Actual Spent,"Ministry of Lands, Mines & Water Resources",,63
2013,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,16
2013,Actual Spent,Ministry of Youth Development and Sports,,30
2013,Actual Spent,Prime Ministers Ministry,,173
2014,Actual Spent,Constitutional Agencies,,25
2014,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,85
2014,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,442
2014,Actual Spent,Ministry of Education & Training,,265
2014,Actual Spent,Ministry of Finance and Economic Management,,125
2014,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,23
2014,Actual Spent,Ministry of Health,,206
2014,Actual Spent,Ministry of Infrastructure and Public Utilities,,236
2014,Actual Spent,Ministry of Internal Affairs,,25
2014,Actual Spent,Ministry of Justice and Social Welfare,,22
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",,32
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,40
2014,Actual Spent,Ministry of Youth Development and Sports,,20
2014,Actual Spent,Prime Ministers Ministry,,842
2015,Actual Spent,Constitutional Agencies,,14
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,179
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,405
2015,Actual Spent,Ministry of Education & Training,,348
2015,Actual Spent,Ministry of Finance and Economic Management,,1035
2015,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,20
2015,Actual Spent,Ministry of Health,,225
2015,Actual Spent,Ministry of Infrastructure and Public Utilities,,7047
2015,Actual Spent,Ministry of Internal Affairs,,43
2015,Actual Spent,Ministry of Justice and Social Welfare,,40
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",,22
2015,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,172
2015,Actual Spent,Ministry of Youth Development and Sports,,40
2015,Actual Spent,Prime Ministers Ministry,,2558
2016,Actual Spent,Constitutional Agencies,,43
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,267
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,786
2016,Actual Spent,Ministry of Education & Training,,373
2016,Actual Spent,Ministry of Finance and Economic Management,,1261
2016,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,3
2016,Actual Spent,Ministry of Health,,418
2016,Actual Spent,Ministry of Infrastructure and Public Utilities,,2058
2016,Actual Spent,Ministry of Internal Affairs,,38
2016,Actual Spent,Ministry of Justice and Social Welfare,,116
2016,Actual Spent,"Ministry of Lands, Mines & Water Resources",,113
2016,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,264
2016,Actual Spent,Ministry of Youth Development and Sports,,77
2016,Actual Spent,Prime Ministers Ministry,,5738
2017,Actual Spent,Constitutional Agencies,,93
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,288
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,673
2017,Actual Spent,Ministry of Education & Training,,722
2017,Actual Spent,Ministry of Finance and Economic Management,,1437
2017,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,3
2017,Actual Spent,Ministry of Health,,515
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,,1882
2017,Actual Spent,Ministry of Internal Affairs,,14
2017,Actual Spent,Ministry of Justice and Social Welfare,,120
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",,86
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,217
2017,Actual Spent,Ministry of Youth Development and Sports,,741
2017,Actual Spent,Prime Ministers Ministry,,5696
2018,Actual Spent,Constitutional Agencies,,25
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,116
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,554
2018,Actual Spent,Ministry of Education & Training,,512
2018,Actual Spent,Ministry of Finance and Economic Management,,2011
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,76
2018,Actual Spent,Ministry of Health,,400
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,,2108
2018,Actual Spent,Ministry of Internal Affairs,,13
2018,Actual Spent,Ministry of Justice and Social Welfare,,49
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",,116
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,235
2018,Actual Spent,Ministry of Youth Development and Sports,,16
2018,Actual Spent,Prime Ministers Ministry,,5044
2019,Actual Spent,Constitutional Agencies,,31
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,175
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,882
2019,Actual Spent,Ministry of Education & Training,,883
2019,Actual Spent,Ministry of Finance and Economic Management,,535
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,28
2019,Actual Spent,Ministry of Health,,392
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,,4297
2019,Actual Spent,Ministry of Internal Affairs,,86
2019,Actual Spent,Ministry of Justice and Social Welfare,,22
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",,176
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,278
2019,Actual Spent,Ministry of Youth Development and Sports,,13
2019,Actual Spent,Prime Ministers Ministry,,5383
2020,Actual Spent,Constitutional Agencies,,33
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",,115
2020,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,484
2020,Actual Spent,Ministry of Education & Training,,368
2020,Actual Spent,Ministry of Finance and Economic Management,,2668
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,22
2020,Actual Spent,Ministry of Health,,538
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,,3036
2020,Actual Spent,Ministry of Internal Affairs,,78
2020,Actual Spent,Ministry of Justice and Social Welfare,,56
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",,241
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,93
2020,Actual Spent,Ministry of Youth Development and Sports,,30
2020,Actual Spent,Prime Ministers Ministry,,431
2021,Actual Spent,Constitutional Agencies,,53
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,17
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,391
2021,Actual Spent,Ministry of Education & Training,,1540
2021,Actual Spent,Ministry of Finance and Economic Management,,1292
2021,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,49
2021,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,1
2021,Actual Spent,Ministry of Health,,965
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,,4777
2021,Actual Spent,Ministry of Internal Affairs,,84
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",,283
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,101
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",,67
2021,Actual Spent,Prime Ministers Ministry,,780
2022,Actual Spent,Constitutional Agencies,,49
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,34
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,311
2022,Actual Spent,Ministry of Education & Training,,1411
2022,Actual Spent,Ministry of Finance and Economic Management,,927
2022,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,73
2022,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,209
2022,Actual Spent,Ministry of Health,,1299
2022,Actual Spent,Ministry of Infrastructure and Public Utilities,,4800
2022,Actual Spent,Ministry of Internal Affairs,,46
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",,284
2022,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,180
2022,Actual Spent,"Ministry of Youth, Justice and Community Services",,35
2022,Actual Spent,Prime Ministers Ministry,,592
2023,Actual Spent,Constitutional Agencies,,37
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,10
2023,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,411
2023,Actual Spent,Ministry of Education & Training,,627
2023,Actual Spent,Ministry of Finance and Economic Management,,637
2023,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,31
2023,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,91
2023,Actual Spent,Ministry of Health,,580
2023,Actual Spent,Ministry of Infrastructure and Public Utilities,,3133
2023,Actual Spent,Ministry of Internal Affairs,,172
2023,Actual Spent,"Ministry of Lands, Mines & Water Resources",,355
2023,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,113
2023,Actual Spent,"Ministry of Youth, Justice and Community Services",,42
2023,Actual Spent,Prime Ministers Ministry,,2195
2024,Actual Spent,Constitutional Agencies,,30
2024,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,74
2024,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,755
2024,Actual Spent,Ministry of Education & Training,,902
2024,Actual Spent,Ministry of Finance and Economic Management,,1248
2024,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,38
2024,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,20
2024,Actual Spent,Ministry of Health,,547
2024,Actual Spent,Ministry of Infrastructure and Public Utilities,,4744
2024,Actual Spent,Ministry of Internal Affairs,,329
2024,Actual Spent,"Ministry of Lands, Mines & Water Resources",,615
2024,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,142
2024,Actual Spent,"Ministry of Youth, Justice and Community Services",,31
2024,Actual Spent,Prime Ministers Ministry,,1118
2004,Actual Spent,Constitutional Agencies,Public Service Commission,0
2004,Actual Spent,Constitutional Agencies,State Law Office,5
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",17
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,9
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,19
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,8
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,1
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,16
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,2
2004,Actual Spent,Ministry of Education & Training,Director General Directorate,73
2004,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,77
2004,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,0
2004,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,3
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",18
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,6
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,1
2004,Actual Spent,Ministry of Health,Department of Health,37
2004,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,27
2004,Actual Spent,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,1
2004,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,28
2004,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,14
2004,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,17
2004,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,14
2004,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,2
2004,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,5
2004,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,0
2004,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,8
2005,Actual Spent,Constitutional Agencies,Judiciary,3
2005,Actual Spent,Constitutional Agencies,Public Service Commission,1
2005,Actual Spent,Constitutional Agencies,State Law Office,3
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",1
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,14
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,20
2005,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,7
2005,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,1
2005,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,28
2005,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,16
2005,Actual Spent,Ministry of Education & Training,Director General Directorate,79
2005,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,103
2005,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,2
2005,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,1
2005,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,3
2005,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",10
2005,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,0
2005,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,0
2005,Actual Spent,Ministry of Health,Department of Health,63
2005,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,1
2005,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,0
2005,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,34
2005,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,16
2005,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,5
2005,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,11
2005,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,23
2005,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,1
2005,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,2
2005,Actual Spent,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,4
2005,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,1
2006,Actual Spent,Constitutional Agencies,Judiciary,9
2006,Actual Spent,Constitutional Agencies,Office of the Ombudsman,0
2006,Actual Spent,Constitutional Agencies,Parliament,4
2006,Actual Spent,Constitutional Agencies,Public Service Commission,2
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",0
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,24
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,27
2006,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,3
2006,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,2
2006,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,34
2006,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,-1
2006,Actual Spent,Ministry of Education & Training,Director General Directorate,142
2006,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,114
2006,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,25
2006,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,52
2006,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,78
2006,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",6
2006,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,0
2006,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,0
2006,Actual Spent,Ministry of Health,Department of Health,64
2006,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,4
2006,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,34
2006,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,22
2006,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,8
2006,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,32
2006,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,16
2006,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,14
2006,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,1
2006,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,2
2006,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,1
2006,Actual Spent,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,1
2006,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,8
2007,Actual Spent,Constitutional Agencies,Judiciary,29
2007,Actual Spent,Constitutional Agencies,Office of the Ombudsman,0
2007,Actual Spent,Constitutional Agencies,Parliament,0
2007,Actual Spent,Constitutional Agencies,Public Service Commission,10
2007,Actual Spent,Constitutional Agencies,State Law Office,0
2007,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,0
2007,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,26
2007,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,9
2007,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,-1
2007,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,1
2007,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,45
2007,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,41
2007,Actual Spent,Ministry of Education & Training,Director General Directorate,101
2007,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,32
2007,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,2
2007,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,111
2007,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,35
2007,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",5
2007,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,4
2007,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,0
2007,Actual Spent,Ministry of Health,Department of Health,134
2007,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,13
2007,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,135
2007,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,1
2007,Actual Spent,Ministry of Internal Affairs,Department of Labour,1
2007,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,59
2007,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,5
2007,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,27
2007,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,45
2007,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,16
2007,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,4
2007,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,0
2007,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,38
2007,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,0
2007,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,1
2007,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,0
2007,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,4
2008,Actual Spent,Constitutional Agencies,Judiciary,0
2008,Actual Spent,Constitutional Agencies,Parliament,1
2008,Actual Spent,Constitutional Agencies,Public Service Commission,8
2008,Actual Spent,Constitutional Agencies,State Law Office,6
2008,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",6
2008,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,21
2008,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,10
2008,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,2
2008,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,1
2008,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,24
2008,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,84
2008,Actual Spent,Ministry of Education & Training,Director General Directorate,194
2008,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,1
2008,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,47
2008,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,3
2008,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,72
2008,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,21
2008,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",58
2008,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,0
2008,Actual Spent,Ministry of Health,Department of Health,219
2008,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,2368
2008,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,1
2008,Actual Spent,Ministry of Internal Affairs,Department of Labour,0
2008,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,16
2008,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,16
